470,362,19,229,1,777,7,68,9,3,52,36,2,94,19,649,4,32,6,26,1,3,4,79,1,2,0,0,1,0,25,4,33,3,2,1,0,0,0,5
4448,307,67,2395,19,125,15,226,177,2,0,0,5,13,3,0,46,104,0,1,2,1305,2,3,10,5,0,0,0,8,66,0,2,0,0,0,19,0,0,19
219,120,480,155,52,876,104,174,41,587,2,9,31,5,61,21,12,10,42,644,114,111,5,87,54,10,0,2,3,13,1,2,1,1,5,35,198,9,0,3
2250,72,25,159,18,101,15,10,3,1,1,1,16,6,0,15,38,152,1,2,1,159,10,1,3,0,0,2,0,2,0,0,0,0,0,1,2,0,0,9
1351,42,14,7,13,34,2,17,7,2,209,23,2,3,7,7,11,6,9,3,3,13,5,0,9,0,1,0,13,0,1,6,0,0,1,1,2,0,2,0
12,2,114,87,3,1,20,13,1,0,2,16,80,5,9,2,0,1,0,0,4,6,10,1,3,0,0,0,2,0,13,0,1,0,0,6,12,2,0,3
154,1792,2,429,33,98,29,42,6,6,6,59,2,79,6,11,11,7,3,8,29,13,4,38,12,9,5,0,0,0,708,1,0,0,1,1,0,2,6,2
256,15,16,27,5,10,2,15,3,1,164,0,0,4,6,33,23,2,25,1,21,6,5,0,32,0,0,0,252,0,1,4,4,0,4,2,0,0,1,8
363,5,0,12,1,9,0,1,0,0,8,0,0,0,0,1,9,5,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
212,42,18,48,13,32,5,120,242,9,1,0,5,3,65,0,9,36,10,17,9,132,8,2,22,0,0,0,0,0,9,0,0,0,0,6,440,1,0,8
1513,114,257,28,12,214,45,45,57,2,0,0,24,0,2,3,11,23,0,0,0,224,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,53,27,69,72,60,5,100,19,2,1,1,18,5,0,1,20,48,1,1,6,58,26,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
49,90,3,56,6,8,13,46,12,7,2,39,5,5,13,6,1,5,3,8,21,7,4,1,32,4,0,0,0,1,5,2,0,0,3,3,1,0,0,0
10725,75,46,63,11,9,0,2,0,0,0,0,1,3,0,2,10,13,0,0,0,268,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
4214,119,33,241,61,277,3,135,34,1,0,0,8,3,1,0,806,357,0,1,13,351,16,0,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,71
3812,3206,44,3110,39,224,18,212,240,35,0,0,10,13,13,57,138,28,14,8,6,1238,7,4,66,0,0,0,3,0,0,2,8,1,1,1,174,0,2,72
0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,4,20,2,1,0,9,1,2,0,0,0,1,0,0,0,12,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,12,4,2,0,0,7,0,0,4,0,1,0,2,4,2,0,2,1,11,0,0,0,9,0,0,0,121,0,0,0,0,0,0,1,0,0,0,0
155,9,5,6,10,7,0,3,5,0,1,0,0,1,0,0,6,15,0,0,0,16,3,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3038,59,13,67,1,145,6,44,3,13,0,3,6,5,11,19,5,3,14,15,1,26,6,5,3,5,0,0,1,0,2,0,0,0,8,0,5,1,0,6
2999,368,89,45,57,524,5,38,51,3,509,0,145,215,0,24,58,37,0,1,32,48,161,3,84,1,0,0,0,1,3,1,1,1,1,0,52,0,0,4
57,60,19,29,7,265,1,2747,115,10,2,5,2,24,30,52,1,295,4,441,5,172,11,0,1,2,0,0,0,0,0,1,1,7,11,0,0,0,0,0
1922,91,6,527,15,54,7,7,3,1,0,0,0,5,1,0,17,3,7,0,0,423,5,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9
14777,2891,10,782,127,324,4,92,45,10,19,1,67,9,4,4,2574,47,2,8,20,267,168,0,17,5,0,0,1,0,2,0,0,0,2,0,0,0,97,243
58,2,3,13,0,1,0,3,0,0,4,0,1,0,4,1,0,0,5,1,2,1,1,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0
5244,140,14,265,49,1153,16,67,42,98,0,29,4,33,226,653,52,340,61,440,13,1728,14,573,50,10,0,0,0,1,4,16,0,2,20,1,1,4,1,11
208,388,10,899,4,2236,14,346,20,446,5,6,0,4,85,218,7,98,29,488,13,1791,2,3,4,8,0,0,1,0,3,1,4,23,4,1,2,1,0,0
173,16,38,46,0,11,3,179,71,6,0,2,10,1,27,58,5,3,24,8,12,19,2,0,739,3,0,0,3,0,2,1,3,0,4,0,76,0,0,0
134,14,9,32,3,16,2,187,56,6,1,2,11,0,44,86,9,5,15,3,2,45,5,9,1013,0,0,0,2,4,0,0,2,0,0,0,82,0,0,2
707,35,24,29,38,268,2,91,51,8,1,0,20,16,2,4,52,636,1,2,4,158,21,2,6,0,1,0,0,2,0,2,0,0,1,0,0,0,0,7
9714,1298,12,738,45,481,8,66,140,14,2,1,10,7,12,2,499,360,1,4,12,967,6,4,13,1,0,0,0,2,8,0,0,3,0,0,3,1,16,213
5,3,3,4,1,3,0,23,18,1,0,4,0,0,4,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
164,92,10,110,4,27,12,114,89,17,1,25,0,28,210,139,3,29,154,186,27,50,4,72,86,1,0,0,0,0,1,21,0,0,22,8,8,0,0,9
2672,46,5,41,36,368,3,14,3,0,23,0,17,10,0,0,25,64,3,1,1,108,404,0,7,0,2,0,0,106,1,1,0,0,0,0,0,0,0,9
140,54,7,525,6,18,2,24,5,7,3,0,2,100,6,18,10,9,12,821,0,2,3,0,0,1,0,0,0,0,6,1,3,2,6,0,0,0,0,1
69,27,0,13,2,2,1,7,8,2,0,0,0,2,3,0,1,3,0,35,0,4,1,0,7,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
795,486,7,227,36,102,26,33,14,2,1,262,79,12,229,31,20,47,94,19,66,76,23,7,38,1,1,0,0,0,23,1,5,1,3,68,20,16,3,10
2282,49,22,157,53,44,3,20,3,24,1,0,71,5,1,2,159,195,0,1,5,97,73,0,29,1,1,0,0,0,16,0,0,1,0,0,1,0,0,27
1336,35,14,81,13,57,0,23,2,1,465,1,2,1,11,24,55,4,21,1,13,22,8,0,12,0,0,0,62,0,0,7,1,0,9,0,0,0,2,11
12,16,1,10,7,0,5,11,1,1,2,1,3,4,2,0,2,0,0,0,0,1,2,1,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2340,156,92,543,44,275,9,219,58,51,0,0,0,35,4,15,113,758,4,4,3,954,16,5,6,1,0,0,0,2,7,0,1,1,0,0,1,0,0,78
635,8,3,20,6,6,0,14,2,5,10,79,0,4,41,23,48,9,24,4,3,11,9,1,57,1,0,0,48,0,0,8,4,0,6,3,2,0,0,3
2,0,1,1,0,0,0,1,0,2,0,1,2,0,2,2,0,0,2,0,12,2,0,0,14,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0
1714,96,33,129,29,48,0,12,18,8,3,0,2,0,0,0,209,27,0,6,3,128,9,0,260,1,0,0,0,0,1,0,0,0,3,0,0,0,1,21
37,6,0,15,5,8,0,36,0,2,0,0,5,10,62,16,0,2,61,4,3,5,12,0,28,0,0,0,0,0,1,8,1,0,29,0,1,0,0,3
430,27,5,31,6,52,0,59,2,6,0,106,7,2,30,18,2,2,8,1,2,4,7,12,7,0,0,0,9,0,6,7,16,0,5,1,10,1,0,2
2331,62,17,589,101,634,9,96,50,3,4,0,2,27,3,2,71,675,1,1,5,713,11,32,13,0,1,0,0,0,1,0,0,1,10,0,0,0,0,52
148,3,2,3,24,16,0,0,0,0,7,0,0,0,0,0,5,149,0,0,2,10,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,239,20,31,9,33,3,44,39,10,0,0,25,1,2,1,37,50,0,1,0,59,2,1,8,0,0,0,0,3,32,0,0,0,0,0,10,0,4,6
0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60,36,21,13,2,3,76,9,1,0,2,17,0,9,149,2,0,5,0,719,3,11,1,305,2,1,0,8,3,0,1,0,1,0,76,3,0,0,1
11741,5044,19,3654,50,213,7,154,63,28,1,1,20,2,1,3,772,58,1,6,20,1764,48,0,18,3,1,0,0,0,1,0,2,0,0,3,4,0,11,171
3,1,0,2,1,1,2,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,60,5,213,7,45,2,9,13,1,0,0,1,2,10,0,70,15,20,64,0,57,2,379,21,0,0,0,0,0,2,0,0,0,1,0,0,0,0,12
357,28,4,33,4,118,3,33,5,2,1,1,0,6,89,74,2,11,36,8,3,36,12,192,4,0,0,0,7,0,0,6,7,0,25,0,0,0,0,1
643,172,9,313,5,94,163,49,2,51,0,0,17,8,285,111,12,1,261,298,10,2,2,9,26,1,0,0,0,0,0,10,3,5,51,0,8,0,1,12
16,4,0,4,0,7,1,8,6,3,1,0,1,0,2,1,3,1,0,5,0,10,4,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
119,392,15,25,12,15,2,25,3,7,0,44,0,13,13,6,0,24,5,3,1,1,2,2,7,4,0,0,0,2,10,2,2,6,0,0,2,0,0,0
3738,272,21,1636,47,157,17,23,13,4,0,0,2,5,0,15,70,23,3,4,1,432,9,93,15,0,0,0,0,0,0,0,1,0,0,0,2,0,1,24
354,18,4,12,6,22,1,11,2,2,21,25,6,1,25,6,9,16,12,16,0,14,9,5,4,0,0,0,4,0,1,2,310,0,6,0,0,0,0,7
6053,354,174,636,29,248,27,76,61,12,3,17,14,10,92,52,482,343,7,5,15,1417,20,2,8,4,0,0,0,3,9,1,0,0,0,7,1,0,1,32
26,9,7,2,2,3,1,5,7,0,1,1,0,1,1,1,1,6,1,1,0,2,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,10,6,8,0,21,3,7,4,9,1,33,1,2,87,118,0,0,23,29,2,2,4,709,17,0,0,0,22,0,41,6,0,0,2,0,1,0,0,2
48,3,6,21,4,7,3,18,7,0,0,2,8,0,4,3,2,1,2,6,0,21,0,4,33,0,0,0,0,0,2,0,0,0,0,0,5,0,0,2
6334,149,16,1357,24,570,17,52,24,27,1,12,5,14,107,147,294,38,80,24,0,589,12,477,65,0,2,0,2,0,0,2,1,1,6,2,0,1,5,51
3353,50,80,786,30,161,3,13,14,4,31,1,19,19,3,7,279,8,15,10,22,40,148,0,154,7,123,0,6,0,4,0,0,0,0,0,1,0,6,6
68,2,2,14,0,5,1,8,1,1,63,1,1,4,0,3,4,0,3,3,0,3,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
245,29,54,30,13,185,0,118,53,10,0,21,27,10,149,43,10,130,67,69,2,178,25,458,20,0,0,0,0,2,0,1,1,11,18,0,2,3,0,4
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5013,1213,16,830,64,194,3,28,30,11,10,0,26,14,34,34,325,96,23,21,14,352,43,29,30,0,0,0,0,0,1,1,5,0,24,0,9,5,1,12
2009,37,3,178,36,145,0,32,40,0,157,0,10,19,0,1,92,244,0,3,1,350,10,0,1,0,4,0,1,0,7,0,0,0,0,0,2,0,24,11
6,3,0,1,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,0,2,0,0,0,10,0,0,2,0,2,0,0,1,0,0,0,0,2,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
746,199,13,312,20,10,1,25,0,3,0,0,0,0,2,4,27,1,0,2,1,41,10,2,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2
83,499,110,300,54,33,292,182,79,23,0,9,45,70,89,115,1,4,25,6,31,9,5,0,120,19,0,11,1,5,69,0,0,1,0,3,5,13,0,1
41,57,27,211,48,54,16,122,135,8,0,2,2,13,65,25,4,0,25,38,0,80,1,0,53,1,0,0,0,1,0,1,8,2,1,2,40,0,0,0
1575,10,3,35,13,105,0,5,3,0,173,0,4,6,1,4,30,32,1,3,2,39,8,3,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,1
0,2,21,2,1,0,0,55,32,3,0,0,5,5,0,0,0,0,1,2,0,1,2,0,9,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0
211,95,5,86,5,73,0,12,0,12,47,26,0,22,36,299,1,8,78,49,2,3,3,168,0,0,0,1,1,1,1,30,2,0,5,0,0,0,5,1
15,0,9,7,1,0,4,18,6,0,0,5,0,0,0,1,0,0,0,0,0,4,0,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
523,10,6,75,20,24,0,5,2,1,0,0,1,1,0,0,8,76,0,6,2,187,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9
105,12,6,16,2,22,0,3,5,29,83,1,3,46,39,27,5,5,21,6,0,7,3,0,4,0,1,0,1,0,1,57,13,0,24,0,0,1,0,1
2471,980,10,147,37,271,17,37,75,3,1448,37,16,4,71,144,273,117,38,3,94,163,68,0,65,2,2,0,0,0,1,14,4,0,0,61,8,3,272,85
1063,50,0,127,2,153,1,16,1,3,14,1183,4,21,38,14,32,1,42,23,6,30,12,87,0,3,1,0,0,0,53,3,5,0,1,2,0,0,1,3
2426,63,35,195,14,273,5,89,78,26,516,0,46,24,1,5,671,28,0,0,17,64,32,0,21,8,5,0,0,2,1,1,0,0,0,0,0,0,429,96
349,58,4,14,0,13,0,5,6,1,39,10,0,1,12,10,21,0,13,1,5,5,2,4,3,0,0,0,6,0,0,0,18,0,7,0,0,1,0,21
838,36,3,106,18,68,1,23,12,2,0,0,9,1,0,0,147,82,1,0,4,208,14,0,8,0,0,0,0,1,0,0,0,0,0,0,8,0,6,8
133,117,4,27,2,2,2,13,21,5,0,0,3,1,0,0,3,0,0,2,0,0,0,1,1,0,0,1,0,1,11,0,0,0,0,0,0,0,0,1
558,53,7,128,36,56,0,54,34,0,1,3,17,2,51,2,28,23,30,4,1,55,25,1,29,0,0,0,0,0,1,0,0,0,2,1,3,0,0,5
59,140,318,453,7,854,17,287,119,14,3,84,4,61,62,19,3,1,30,40,5,35,1,11,5,1,0,0,0,0,5,0,1,0,2,5,1,2,0,0
861,100,28,134,4,85,0,19,3,3,60,2,2,5,0,4,138,23,2,2,15,17,8,11,7,3,1,0,0,0,1,0,1,0,0,5,0,0,19,33
1899,161,34,149,8,182,2,28,72,8,658,120,49,9,52,11,288,51,19,2,23,105,51,9,16,4,1,0,0,0,3,3,2,0,0,31,5,0,23,52
25,11,116,28,5,5,1,2,1,1,1,0,1,0,0,0,0,0,1,3,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
332,9,0,9,19,17,0,9,0,3,16,1,5,3,3,2,16,65,8,3,0,31,14,0,14,0,0,0,2,0,0,2,5,0,4,0,1,1,0,0
66,91,18,30,12,45,7,530,577,4,0,6,3,19,4,3,1,59,8,10,6,42,3,3,21,0,0,1,0,2,12,0,2,0,3,9,17,11,0,10
309,104,1,17,15,21,2,5,1,0,2,1,3,0,2,4,5,19,1,4,1,24,10,0,3,1,0,0,0,0,0,0,4,0,4,0,0,0,0,1
2806,25,17,923,73,202,2,47,71,0,34,1,13,4,1,5,112,32,4,5,1,334,31,0,9,3,0,0,0,0,9,0,3,0,0,1,15,3,4,36
103,0,2,0,2,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,45,5,35,3,10,0,37,6,0,24,2,0,0,3,1,26,1,2,0,8,26,0,0,6,0,0,0,56,0,0,0,1,0,0,0,2,0,0,1
292,74,21,100,3,7,6,64,4,2,33,82,0,8,71,80,32,6,50,7,812,14,28,4,46,1,13,0,2,2,4,27,1,1,1,197,0,0,2,4
5,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
1734,289,19,559,38,93,3,40,21,5,3,0,16,3,1,0,221,24,12,5,3,200,2,1,7,1,0,0,0,0,2,0,2,4,0,0,2,0,1,32
1,3,0,0,0,0,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
737,159,0,176,21,48,0,14,11,5,0,0,7,2,21,1,113,11,7,4,0,82,14,1,7,0,0,1,0,0,8,0,4,0,4,0,1,0,0,3
44,12,4,21,2,2,0,22,5,2,2,0,20,0,4,3,1,0,1,0,0,42,0,6,25,0,1,0,1,0,0,0,0,0,0,0,7,0,0,0
93,58,13,19,2,7,3,20,5,0,0,2,10,0,10,3,2,9,5,1,2,31,2,6,27,0,0,0,0,0,1,0,1,1,0,1,6,0,0,1
209,23,2,32,9,30,0,19,4,2,26,194,2,10,169,45,9,16,107,9,7,31,12,0,8,0,0,0,5,0,1,38,6,0,1,4,0,0,0,2
2,3,1,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8,4,27,9,1,4,4,9,9,3,0,1,0,0,1,2,0,2,0,0,2,3,2,0,9,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0
736,261,4,279,11,150,4,51,11,3,1,2,4,6,0,0,38,2,18,181,1,5,3,28,2,0,0,0,5,0,1,0,0,3,9,0,0,0,0,110
41,15,2,1,1,9,0,4,2,1,1,0,0,0,0,2,4,4,1,0,0,5,2,4,7,0,0,0,0,0,7,1,1,0,0,0,0,0,0,2
567,85,25,54,19,61,3,31,4,23,5,0,9,6,2,0,70,72,4,2,2,48,12,4,18,3,0,0,1,5,14,0,0,2,0,3,2,0,0,7
47,35,2,44,3,3,3,30,9,3,0,0,1,14,4,0,0,0,1,536,0,5,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,0,2
369,24,2,48,101,207,5,29,7,5,0,0,8,9,21,8,3,268,0,7,1,701,16,57,4,0,0,0,1,0,0,0,1,0,2,3,0,0,0,4
1124,985,14,122,11,37,0,19,40,9,1,0,1,4,0,0,43,36,0,0,0,150,4,0,6,0,0,0,0,0,11,0,0,1,0,2,3,0,4,29
7,567,18,481,60,21,173,39,9,37,0,31,2,17,24,22,1,0,3,19,14,0,4,60,182,8,1,0,0,6,23,0,1,1,0,1,2,2,0,0
3719,36,13,244,30,195,0,73,12,5,43,1,108,6,32,44,201,107,18,67,2,233,42,2,236,1,0,0,8,0,5,12,1,1,1,0,0,0,12,61
