[445$9],[69$5],[282$6],[243$9],[464$7],[455$1],[0$6],[409$9],[527$7],[662$7],[417$9],[424$1],[68$9],[171$5],[436$9],[299$2],[378$8],[248$8],[215$9],[91$9],[408$8],[395$9],[683$9],[136$7],[573$9],[-1$2],[64$7],[42$7],[654$8],[504$9],[274$2],[122$8],TRUE,[148$8],[105$9],[228$3],[320$7],[575$9],[574$5],[199$8],[239$9],[204$9],[108$1],[170$8],[247$1],[-2$6],[125$9],[93$8],[210$8],[308$3],[124$9],[103$7],[149$2],[179$8],[174$7],[25$7],[104$9],[36$8],[92$4],[75$1],-1,[213$9],[118$6],[674$7],[23$5],[182$1],[54$6],[680$8],[150$1],[561$9],[590$9],[665$8],[159$9],natural,[459$7],[117$9],[476$8],[359$6],[306$6],[441$2],[397$6],N,[382$9],[33$5],[296$9],[270$3],[653$9],19,[11$5],[322$7],[256$7],[89$9],[362$7],[21$2],[34$7],[377$7],[94$6],[591$7],[496$8],[672$7],[269$5],[503$9],[187$5],[304$8],[30$9]
[129$3],[205$2],[624$5],[18$7],[245$2],[370$8],[158$6],[407$4],[685$7],[251$3],[60$3],[62$2],[168$6],[422$8],[529$7],[274$2],[94$3],[179$3],[23$8],[627$3],[381$5],[267$6],[454$6],[388$3],[617$5],[447$7],[-1$2],[68$8],[162$8],[561$8],[66$1],[399$2],TRUE,[329$3],[161$4],[645$6],[287$4],[291$7],[290$6],[132$3],[647$8],[610$4],[216$2],[596$6],[664$2],[241$6],[155$3],[126$3],[587$6],[630$3],[613$3],[606$3],[208$3],[431$3],[152$3],[481$3],[540$8],[486$2],[461$7],[446$5],2,[420$7],[371$6],[571$3],[565$2],[107$3],[150$3],[668$3],[519$8],[220$3],[415$2],[653$3],[14$3],natural,[543$1],[683$5],[-2$6],[646$6],[473$3],[76$6],[489$5],F,[520$3],[398$2],[219$5],[213$8],[681$2],42,[666$5],[545$6],[277$5],[582$3],[131$8],[498$3],[104$2],[312$3],[539$5],[102$8],[628$2],[386$2],[677$8],[36$6],[409$3],[366$5],[464$7]
[493$9],[623$3],[659$8],[430$8],[666$6],[286$6],[260$4],[321$7],[237$7],[-1$2],[292$5],[394$7],[449$5],[91$7],[251$6],[502$7],[18$8],[446$4],[568$7],[363$6],[115$9],[147$4],[531$8],[143$5],[635$6],[556$6],[148$7],[412$3],[576$5],[474$3],[619$6],[318$8],TRUE,[19$7],[27$6],[131$7],[51$9],[537$4],[3$2],[236$4],[621$4],[108$3],[594$6],[496$8],[484$4],[119$2],[567$5],[657$3],[468$5],[615$3],[497$5],[401$2],[121$2],[274$1],[-2$6],[454$7],[438$6],[376$8],[243$8],[221$5],3,[553$6],[12$6],[488$7],[674$5],[133$6],[158$7],[436$7],[22$3],[386$6],[213$9],[562$6],[217$2],natural,[271$6],[317$7],[104$4],[351$7],[239$8],[54$6],[153$6],M,[309$2],[542$6],[280$7],[152$4],[9$7],33,[660$4],[47$8],[656$3],[359$3],[44$8],[443$6],[295$8],[509$4],[203$2],[385$2],[603$2],[469$3],[120$7],[125$8],[175$6],[486$6],[669$9]
[413$1],[531$9],[646$2],[111$9],[584$9],[407$9],[526$4],[100$3],[515$9],[492$2],[559$8],[44$9],[196$2],[263$9],[321$9],[212$9],[87$1],[128$8],[675$9],[110$8],[337$7],[472$1],[672$5],[510$1],[536$9],[473$8],[179$4],[194$2],[613$1],[403$4],[13$8],[127$2],TRUE,[431$7],[448$9],[241$3],[466$1],[433$9],[496$9],[171$3],[181$7],[348$9],[502$3],[84$8],[168$8],[156$9],[583$9],[338$9],[581$9],[94$8],[681$1],[520$9],[1$1],[193$8],[435$8],[262$8],[593$2],[429$8],[270$1],[624$9],3,[229$9],[508$6],[455$1],[198$8],[666$9],[621$4],[-2$6],[-1$2],[158$9],[567$7],[594$7],[183$4],natural,[57$1],[244$9],[419$9],[452$9],[245$8],[314$1],[21$1],F,[286$3],[107$8],[506$1],[283$9],[231$9],35,[81$1],[327$4],[51$9],[300$9],[67$9],[660$7],[218$9],[538$5],[388$8],[59$3],[108$1],[121$2],[199$9],[483$9],[49$6],[40$7],[444$9]
[600$4],[149$1],[483$9],[172$1],[447$9],[270$1],[123$1],[685$9],[511$9],[1$1],[142$9],[33$1],[571$9],[222$1],[8$9],[564$1],[48$9],[245$9],[23$2],[206$9],[228$2],[590$7],[490$3],[552$9],[56$9],[462$9],[581$9],[416$9],[559$7],[4$1],[89$9],[569$1],TRUE,[17$1],[293$1],[71$1],[560$9],[344$1],[341$1],[69$1],[181$6],[485$7],[516$6],[529$9],[14$1],[97$7],[263$9],[-1$2],[191$7],[391$9],[324$9],[291$1],[380$9],[307$5],[122$9],[613$1],[539$4],[566$3],[682$1],[596$1],2,[389$7],[167$5],[180$9],[201$2],[650$9],[377$1],[137$9],[-2$6],[361$1],[592$1],[471$1],[248$9],natural,[599$1],[259$9],[461$9],[78$9],[312$9],[246$1],[116$4],M,[227$9],[337$1],[678$9],[370$1],[229$5],28,[127$1],[96$1],[326$9],[106$1],[480$9],[13$9],[407$9],[420$9],[64$4],[505$1],[647$9],[304$9],[422$9],[648$9],[109$1],[53$9],[644$1]
[302$4],[136$9],[264$9],[125$9],[242$3],[85$6],[261$9],[593$3],[163$8],[642$5],[672$5],[-2$6],[629$7],[-1$2],[347$8],[266$8],[358$2],[534$1],[280$9],[170$3],[624$9],[524$9],[644$3],[87$2],[9$9],[422$9],[471$4],[207$5],[406$9],[118$4],[580$9],[636$9],TRUE,[120$9],[438$7],[485$2],[565$4],[141$9],[67$9],[341$6],[106$7],[228$1],[298$6],[449$1],[390$3],[154$4],[169$2],[195$3],[380$5],[105$3],[22$1],[222$2],[370$6],[520$4],[673$8],[428$1],[349$7],[144$1],[343$2],[25$6],3,[137$3],[84$5],[315$9],[317$3],[124$7],[403$3],[111$7],[183$3],[286$7],[578$8],[259$7],[418$8],natural,[314$1],[359$1],[49$8],[70$9],[472$1],[336$7],[344$3],F,[369$3],[271$6],[190$7],[219$9],[416$6],27,[284$9],[599$8],[398$4],[238$9],[410$9],[670$9],[495$6],[461$7],[374$3],[108$1],[436$8],[200$8],[20$6],[514$5],[362$3],[622$8],[174$6]
[164$8],[650$9],[396$2],[604$8],[313$3],[62$9],[-2$6],[537$7],[434$7],[251$7],[432$6],[122$7],[467$8],[591$9],[195$6],[177$7],[238$6],[322$9],[58$3],[572$9],[620$7],[439$3],[356$9],[386$7],[415$2],[622$9],[266$9],[377$2],[601$9],[577$1],[532$7],[361$6],TRUE,[410$9],[309$3],[282$1],[261$8],[125$9],[517$4],[647$9],[487$7],[14$4],[26$3],[547$2],[116$5],[118$4],[237$9],[142$9],[347$9],[292$9],[394$9],[284$9],[323$9],[371$9],[95$8],[458$9],[56$9],[374$6],[-1$2],[580$9],5,[463$8],[325$9],[643$9],[333$9],[501$5],[16$9],[188$9],[296$8],[649$9],[524$8],[399$6],[424$5],natural,[437$7],[187$8],[257$8],[663$3],[45$8],[654$6],[494$8],M,[359$6],[438$9],[671$6],[185$8],[575$6],37,[412$2],[478$3],[406$7],[29$7],[74$2],[259$8],[519$7],[224$9],[272$3],[664$7],[93$9],[414$2],[534$1],[207$3],[499$2],[390$2],[528$7]
[314$1],[374$2],[461$9],[222$1],[284$7],[428$7],[264$8],[349$8],[390$2],[200$2],[416$8],[358$6],[343$3],[137$6],[183$7],[520$8],[261$9],[170$6],[370$4],[406$9],[271$9],[410$9],[228$2],[514$7],[298$4],[125$9],[85$5],[20$3],[341$6],[136$7],[120$8],[534$2],TRUE,[207$6],[302$7],[266$9],[-2$6],[144$1],[141$8],[336$9],[-1$2],[84$7],[87$1],[242$4],[436$4],[359$4],[565$6],[422$9],[219$7],[624$5],[317$7],[369$1],[238$7],[472$2],[449$4],[163$8],[670$8],[622$6],[190$5],[22$1],3,[315$9],[118$6],[593$5],[362$7],[418$9],[25$6],[105$7],[344$1],[578$8],[438$6],[124$4],[111$8],natural,[629$2],[169$1],[49$4],[67$9],[286$5],[195$2],[403$5],F,[280$9],[398$7],[485$7],[108$1],[259$9],27,[347$7],[380$6],[524$8],[9$7],[673$9],[70$9],[154$6],[642$7],[471$5],[174$6],[106$6],[495$1],[672$1],[636$8],[599$5],[580$9],[644$2]
[432$9],[245$9],[102$9],[598$1],[63$9],[516$9],[668$2],[651$4],[123$4],[465$7],[522$9],[568$9],[612$1],[564$7],[617$9],[214$8],[607$9],[412$2],[529$8],[608$9],[150$2],[643$9],[446$9],[59$1],[64$8],[423$2],[355$1],[300$9],[182$1],[411$8],[321$9],[677$9],TRUE,[577$1],[451$3],[663$1],[545$9],[40$8],[56$9],[507$1],[434$9],[232$2],[282$1],[385$1],[103$8],[591$8],[306$1],[592$1],[560$8],[165$1],[627$1],[-1$2],[350$9],[454$3],[46$9],[338$9],[-2$6],[405$8],[458$2],[250$9],5,[38$1],[147$2],[263$1],[257$9],[450$1],[457$8],[540$8],[162$9],[177$2],[215$9],[685$9],[523$9],natural,[11$1],[16$9],[647$9],[601$9],[54$8],[373$9],[594$2],F,[386$7],[477$7],[1$1],[291$8],[429$1],26,[459$8],[535$8],[680$6],[158$9],[155$2],[447$9],[312$9],[225$1],[660$1],[44$9],[503$2],[567$2],[229$7],[357$2],[172$1],[309$1],[33$3]
[264$9],[472$3],[195$9],[199$9],[205$6],[335$9],[426$9],[192$2],[360$9],[261$9],[606$3],[46$9],[512$9],[40$9],[383$8],[597$9],[557$9],[677$9],[332$9],[521$8],[551$6],[282$2],[164$9],[554$9],[178$9],[373$9],[629$9],[649$9],[-2$6],[625$9],[453$9],[68$9],TRUE,[399$7],[513$7],[589$9],[215$9],[212$9],[65$2],[491$2],[400$9],[631$9],[92$9],[76$9],[55$9],[338$9],[476$9],[310$9],[668$2],[550$2],[297$9],[234$9],[100$9],[325$9],[369$3],[336$9],[258$9],[328$6],[272$2],[428$2],4,[500$9],[235$9],[390$3],[128$9],[287$9],[558$9],[667$9],[662$9],[7$9],[405$9],[620$9],[166$9],natural,[528$9],[103$9],[268$9],[134$9],[305$9],[473$9],[141$9],M,[220$7],[176$9],[302$9],[658$2],[-1$2],34,[478$9],[255$9],[526$1],[202$9],[160$1],[62$9],[36$9],[523$9],[532$9],[219$9],[642$9],[378$9],[113$6],[102$9],[494$2],[138$9],[218$9]
[233$4],[460$3],[614$1],[47$7],[202$8],[302$3],[290$7],[651$6],[669$9],[365$2],[679$3],[-1$2],[200$5],[552$7],[279$5],[612$7],[384$4],[673$7],[30$7],[24$4],[106$7],[541$6],[655$4],[659$2],[427$4],[573$9],[12$6],[120$8],[436$8],[344$6],[401$8],[330$4],TRUE,[544$3],[629$4],[449$7],[497$5],[574$6],[223$3],[579$9],[-2$6],[364$6],[420$8],[169$4],[236$4],[175$5],[276$4],[303$4],[234$9],[298$8],[556$6],[408$3],[174$4],[334$5],[380$9],[72$2],[648$1],[351$7],[561$8],[240$9],2,[214$7],[362$5],[331$6],[258$5],[393$8],[661$6],[42$7],[381$6],[409$6],[505$5],[97$3],[626$6],natural,[354$8],[139$3],[562$5],[226$5],[340$6],[631$3],[71$7],M,[213$5],[285$4],[225$7],[398$7],[335$6],36,[489$4],[485$7],[273$6],[588$6],[138$6],[191$7],[153$9],[167$2],[119$4],[186$8],[471$4],[46$6],[250$5],[644$8],[529$5],[151$4],[248$8]
[652$9],[444$9],[382$9],[314$2],[663$2],[-1$2],[515$8],[216$9],[582$1],[135$6],[179$1],[154$5],[555$1],[482$9],[570$1],[633$5],[610$1],[262$8],[541$1],[75$1],[0$9],[339$9],[139$9],[150$2],[211$1],[200$2],[98$9],[533$8],[225$1],[265$6],[284$9],[357$3],TRUE,[645$8],[298$9],[565$9],[588$9],[50$8],[59$2],[632$9],[269$1],[253$2],[345$9],[638$9],[94$9],[580$9],[441$6],[367$9],[421$9],[637$3],[214$9],[231$9],[435$9],[319$9],[655$2],[24$6],[607$9],[384$9],[37$9],[151$9],5,[433$9],[238$9],[455$1],[602$9],[350$9],[477$9],[6$8],[72$9],[-2$6],[626$8],[244$9],[527$8],natural,[111$9],[640$6],[157$9],[290$9],[226$9],[680$9],[411$8],F,[77$6],[440$9],[340$9],[617$2],[379$5],32,[616$8],[333$2],[665$9],[544$8],[506$1],[57$1],[330$9],[499$2],[165$1],[586$2],[591$9],[611$7],[525$2],[101$9],[630$2],[517$2],[470$9]
[525$8],[32$3],[20$2],[156$9],[302$3],[631$3],[9$6],[68$7],[621$4],[287$3],[173$3],[478$2],[-2$6],[94$7],[612$3],[52$7],[107$7],[561$9],[85$2],[139$8],[555$3],[617$8],[188$9],[2$9],[419$8],[25$8],[111$4],[258$9],[375$8],[529$9],[342$7],[341$7],TRUE,[463$8],[259$7],[91$8],[336$7],[-1$2],[45$4],[325$7],[194$4],[630$4],[31$2],[207$4],[72$3],[4$3],[622$8],[588$9],[43$2],[299$3],[13$5],[420$6],[524$3],[440$8],[438$9],[639$3],[595$7],[195$2],[674$1],[135$4],3,[569$1],[333$2],[594$4],[78$9],[18$9],[425$3],[518$8],[377$1],[292$3],[437$4],[137$2],[337$2],natural,[252$3],[222$3],[633$2],[445$8],[210$9],[560$8],[479$5],M,[532$6],[6$2],[129$6],[395$5],[339$7],12,[176$3],[547$3],[256$7],[596$4],[38$4],[35$4],[296$9],[521$2],[73$2],[41$7],[250$7],[459$8],[327$4],[602$6],[106$4],[280$8],[189$7]
[493$5],[65$1],[480$6],[351$9],[531$8],[272$1],[128$5],[201$2],[12$3],[303$5],[509$4],[578$9],[520$4],[-2$6],[114$7],[141$8],[659$8],[627$8],[62$5],[415$1],[400$8],[664$3],[257$8],[537$4],[23$3],[380$7],[239$9],[348$9],[-1$2],[447$9],[158$6],[140$8],TRUE,[483$8],[457$3],[638$7],[540$8],[650$6],[567$4],[103$8],[133$6],[487$6],[289$9],[372$6],[196$1],[3$1],[124$3],[382$8],[202$9],[305$8],[286$2],[681$1],[579$9],[225$1],[511$8],[666$9],[187$8],[492$5],[585$8],[279$1],3,[373$7],[171$2],[164$3],[326$7],[84$2],[260$3],[636$8],[276$6],[530$6],[591$8],[310$8],[661$8],natural,[233$5],[376$9],[506$2],[318$9],[100$7],[510$1],[132$3],F,[538$3],[317$4],[573$9],[316$4],[226$5],13,[335$8],[494$4],[677$9],[557$7],[641$1],[411$2],[552$7],[229$6],[577$1],[514$2],[397$8],[61$1],[190$5],[219$8],[424$1],[444$7],[98$8]
[90$6],[-1$2],[19$8],[32$7],[37$8],[358$7],[220$6],[542$7],[103$6],[352$7],[425$7],[373$7],[274$3],[247$2],[210$8],[141$7],[192$2],[295$8],[597$6],[275$7],[498$7],[157$8],[674$8],[235$6],[35$6],[3$2],[134$7],[553$7],[685$8],[68$8],[565$7],[343$1],TRUE,[52$5],[137$5],[38$2],[41$6],[518$8],[312$6],[277$6],[423$7],[73$1],[85$4],[568$8],[60$6],[602$7],[571$7],[367$8],[89$8],[267$7],[683$7],[391$6],[623$3],[345$7],[162$8],[456$6],[465$6],[77$6],[615$2],[318$9],2,[402$1],[305$8],[382$7],[129$7],[461$8],[445$8],[509$6],[589$7],[558$8],[315$9],[144$3],[145$8],natural,[678$6],[33$2],[96$2],[-2$6],[289$6],[124$8],[635$8],M,[170$5],[253$4],[387$7],[490$7],[342$8],38,[417$8],[400$8],[88$8],[554$6],[215$8],[447$8],[10$9],[341$6],[548$2],[637$3],[255$8],[525$6],[190$6],[684$7],[480$7],[39$8],[271$7]
[-2$6],[673$9],[253$8],[87$1],[429$2],[29$9],[366$9],[154$5],[178$9],[468$1],[349$5],[680$9],[640$9],[347$9],[449$2],[381$9],[89$9],[623$3],[117$8],[572$9],[-1$2],[467$1],[127$1],[534$1],[0$9],[245$9],[642$8],[54$8],[426$9],[193$7],[389$8],[414$1],TRUE,[453$9],[550$1],[472$1],[343$1],[442$8],[656$1],[427$1],[182$2],[548$4],[649$2],[99$9],[268$9],[565$9],[536$9],[384$3],[527$7],[635$9],[475$5],[599$6],[559$1],[14$1],[338$8],[645$4],[562$9],[464$9],[584$9],[404$9],6,[147$5],[614$5],[118$6],[238$9],[21$1],[570$1],[477$9],[42$9],[583$4],[684$9],[197$1],[458$1],natural,[213$9],[166$1],[205$1],[227$9],[82$9],[121$1],[294$8],F,[209$1],[177$7],[308$4],[401$1],[24$1],8,[616$9],[244$9],[611$7],[619$6],[69$7],[185$9],[609$9],[418$9],[544$9],[388$5],[313$1],[428$1],[355$6],[332$4],[554$1],[214$6],[652$9]
[386$9],[418$9],[537$6],[54$9],[95$5],[146$9],[625$9],[580$9],[656$5],[46$9],[667$5],[152$3],[409$9],[8$9],[354$9],[410$9],[198$8],[334$4],[12$9],[437$9],[81$3],[650$8],[240$7],[237$9],[467$9],[43$4],[600$9],[19$9],[642$9],[232$7],[177$9],[138$9],TRUE,[282$5],[392$9],[502$5],[82$9],[439$3],[228$4],[225$9],[643$9],[61$7],[295$9],[71$3],[472$3],[113$8],[536$9],[301$6],[509$6],[284$9],[683$9],[154$7],[93$9],[575$9],[393$9],[303$9],[456$9],[115$9],[407$9],[468$8],3,[358$9],[22$9],[506$6],[238$9],[389$9],[272$6],[2$9],[560$9],[385$6],[489$5],[243$9],[226$9],natural,[485$9],[659$9],[390$6],[-1$2],[230$7],[287$9],[312$9],F,[318$9],[100$9],[342$9],[405$9],[275$9],2,[330$9],[559$5],[321$9],[-2$6],[140$9],[59$9],[635$9],[234$9],[210$9],[267$9],[538$9],[387$9],[443$9],[539$9],[454$9],[338$9],[427$7]
